timestamp,cpu,memory,disk,temperature
2025-12-22T12:44:58.852929,0.6,50.9,69.1,
2025-12-22T12:45:15.776311,0.2,55.3,69.2,
2025-12-22T12:45:17.296784,1.8,55.3,69.2,
2025-12-22T12:45:26.911252,2.8,55.3,69.2,
2025-12-22T12:57:45.674015,5.7,54.5,69.2,
2025-12-22T12:57:47.189610,2.8,54.5,69.2,
2025-12-22T12:57:56.842793,1.4,54.1,69.2,
2025-12-22T13:09:33.463194,4.3,50.9,69.1,
2025-12-22T13:09:34.980425,2.9,50.9,69.1,
2025-12-22T13:09:44.628346,2.2,50.0,69.1,
2025-12-22T13:09:46.145465,0.2,50.0,69.1,
2025-12-22T13:09:55.796485,3.1,50.0,69.1,
2025-12-22T13:09:57.310927,3.0,50.0,69.1,
2025-12-22T13:10:06.911156,0.8,50.0,69.1,
2025-12-22T13:10:08.423835,2.4,49.9,69.1,
2025-12-22T13:10:18.106272,0.6,49.7,69.1,
2025-12-22T13:10:19.622803,2.4,49.7,69.1,
2025-12-22T13:10:29.239633,0.2,49.7,69.1,
2025-12-22T13:10:30.753570,2.0,49.7,69.1,
2025-12-22T13:10:40.389044,2.2,49.9,69.1,
2025-12-22T13:10:41.907933,2.3,50.8,69.1,
2025-12-22T13:10:51.545354,0.6,50.4,69.1,
2025-12-22T13:10:53.068951,0.0,50.4,69.1,
2025-12-22T13:11:02.679864,2.1,50.8,69.1,
2025-12-22T13:11:04.197916,1.0,50.7,69.1,
2025-12-22T13:11:13.825148,0.6,50.4,69.1,
2025-12-22T13:11:15.343768,0.0,50.4,69.1,
2025-12-22T13:11:24.960408,0.0,49.3,69.1,
2025-12-22T13:11:26.478139,1.0,49.3,69.1,
2025-12-22T13:11:36.141718,0.4,49.4,69.1,
2025-12-22T13:11:37.653917,0.6,49.5,69.1,
2025-12-22T13:11:47.283632,5.0,49.5,69.1,
2025-12-22T13:11:48.797536,1.0,49.5,69.1,
2025-12-22T13:11:58.432747,0.6,49.4,69.1,
2025-12-22T13:11:59.946336,4.5,49.1,69.1,
2025-12-22T13:12:09.579206,1.4,49.2,69.1,
2025-12-22T13:12:11.098716,0.4,49.2,69.1,
2025-12-22T13:12:20.727414,1.2,49.2,69.1,
2025-12-22T13:12:35.964025,0.4,53.7,69.2,
2025-12-22T13:12:37.488991,2.3,53.8,69.2,
2025-12-22T13:12:47.111275,0.0,53.8,69.2,
2025-12-22T13:12:48.636754,1.4,53.7,69.2,
2025-12-22T13:12:58.266257,1.4,53.5,69.2,
2025-12-22T13:12:59.775639,1.8,53.5,69.2,
2025-12-22T13:13:09.417394,11.0,53.4,69.2,
2025-12-22T13:13:10.938581,0.4,53.4,69.2,
2025-12-22T13:13:20.604471,0.8,54.1,69.2,
2025-12-22T13:13:22.121293,0.8,54.1,69.2,
2025-12-22T13:13:31.785289,0.4,49.6,69.1,
2025-12-22T13:13:33.305572,0.4,49.6,69.1,
2025-12-22T13:13:42.951695,1.0,49.6,69.1,
2025-12-22T13:13:44.467536,1.8,49.4,69.1,
2025-12-22T13:13:54.107762,1.4,49.5,69.1,
2025-12-22T13:13:55.620657,0.2,49.5,69.1,
2025-12-22T13:14:05.263219,1.6,49.5,69.2,
2025-12-22T13:14:06.783171,0.2,49.6,69.2,
2025-12-22T13:14:16.422974,0.4,49.5,69.2,
2025-12-22T13:14:17.939516,0.6,49.5,69.2,
2025-12-22T13:14:27.593922,1.6,49.5,69.2,
2025-12-22T13:14:29.121314,0.4,49.5,69.2,
2025-12-22T13:14:38.739532,0.6,49.5,69.2,
2025-12-22T13:14:40.254199,1.0,49.5,69.2,
2025-12-22T13:14:49.930400,3.9,49.5,69.2,
2025-12-22T13:14:51.444242,1.2,49.6,69.2,
2025-12-22T13:15:01.114522,2.1,49.6,69.2,
2025-12-22T13:15:02.634837,1.6,49.6,69.2,
2025-12-22T13:15:12.266227,2.6,49.7,69.2,
2025-12-22T13:15:13.789712,0.8,49.7,69.2,
2025-12-22T13:15:23.428509,0.2,49.6,69.2,
2025-12-22T14:05:19.469478,14.6,65.5,69.3,
2025-12-22T14:05:20.990219,1.6,65.4,69.3,
2025-12-22T14:05:26.854507,14.5,65.4,69.3,
2025-12-22T14:05:28.379803,0.2,65.4,69.3,
2025-12-22T14:05:34.244015,10.3,65.0,69.3,
2025-12-22T14:05:35.759511,0.6,65.0,69.3,
2025-12-22T14:10:06.054408,12.5,60.2,69.3,
2025-12-22T14:10:41.000103,12.8,60.2,69.3,
2025-12-22T14:10:42.521134,1.0,60.3,69.3,
2025-12-22T14:10:48.364470,10.8,60.2,69.3,
2025-12-22T14:14:23.353224,14.9,60.7,69.3,
2025-12-22T14:14:24.867218,2.0,60.7,69.3,
2025-12-22T14:14:30.717587,11.0,60.7,69.3,
2025-12-22T14:14:32.243204,0.8,60.7,69.3,
2025-12-22T14:14:38.126337,10.4,60.7,69.3,
2025-12-22T14:14:39.636363,0.8,60.7,69.3,
2025-12-22T14:14:55.222470,11.9,60.3,69.3,
2025-12-22T14:14:56.741168,2.9,60.3,69.3,
2025-12-22T14:15:02.663360,8.0,60.2,69.3,
2025-12-22T14:15:04.174346,1.3,60.2,69.3,
2025-12-22T14:15:10.052924,12.1,60.3,69.3,
2025-12-22T14:15:11.570978,0.2,60.3,69.3,
2025-12-22T14:15:17.447322,10.9,60.3,69.3,
2025-12-22T14:15:29.097128,10.8,60.3,69.3,
2025-12-22T14:15:30.611631,1.8,60.3,69.3,
2025-12-22T14:15:36.502436,8.8,60.3,69.3,
2025-12-22T14:15:38.025319,0.6,60.3,69.3,
2025-12-22T14:15:43.922164,12.4,60.4,69.3,
2025-12-22T14:15:45.438578,0.8,60.4,69.3,
2025-12-22T14:15:51.369297,12.0,60.3,69.3,
2025-12-22T14:17:11.277988,11.0,60.6,69.3,
2025-12-22T14:17:12.789786,1.0,60.6,69.3,
2025-12-22T14:17:18.631479,10.8,60.6,69.3,
2025-12-22T14:32:43.309198,10.1,60.7,69.3,
2025-12-22T14:32:44.826509,0.0,60.7,69.3,
2025-12-22T14:32:50.750255,10.6,60.6,69.3,
2025-12-22T14:32:52.260276,2.0,60.7,69.3,
2025-12-22T14:32:58.202162,11.2,60.6,69.3,
2025-12-22T14:32:59.714847,0.2,60.6,69.3,
2025-12-22T14:33:05.640240,13.7,60.5,69.3,
2025-12-22T14:33:07.161722,1.2,60.5,69.3,
2025-12-22T14:33:13.105885,15.0,61.1,69.3,
2025-12-22T14:33:14.628653,0.2,61.1,69.3,
2025-12-22T14:33:20.503074,11.5,61.0,69.3,
2025-12-22T14:33:22.012560,0.2,61.1,69.3,
2025-12-22T14:45:19.865776,12.3,57.9,69.3,
2025-12-22T14:45:21.388335,2.7,57.8,69.3,
2025-12-22T14:45:27.286233,12.4,58.2,69.3,
2025-12-22T14:46:05.432874,10.9,57.8,69.3,
2025-12-22T14:46:06.954415,1.4,57.8,69.3,
2025-12-22T14:46:12.840913,12.7,57.8,69.3,
2025-12-22T14:46:14.361084,2.0,57.7,69.3,
2025-12-22T14:46:20.236012,12.9,57.8,69.3,
2025-12-22T14:46:21.743157,0.2,57.8,69.3,
2025-12-22T14:46:27.666360,12.1,57.8,69.3,
2025-12-22T14:46:29.186712,1.6,57.8,69.3,
2025-12-22T14:46:35.068385,12.7,57.8,69.3,
2025-12-22T14:46:36.578152,0.2,57.8,69.3,
2025-12-22T14:46:42.483230,10.5,57.8,69.3,
2025-12-22T14:46:44.000890,0.2,57.8,69.3,
2025-12-22T14:46:49.890334,14.8,57.8,69.3,
2025-12-22T14:46:51.411173,2.3,57.8,69.3,
2025-12-22T14:46:57.324641,10.5,53.7,69.3,
2025-12-22T14:47:15.241218,11.7,58.0,69.3,
2025-12-22T14:47:16.755440,1.7,58.1,69.3,
2025-12-22T14:47:26.390647,1.6,58.4,69.3,
2025-12-22T14:47:27.907254,0.4,58.4,69.3,
2025-12-22T14:47:37.517487,1.2,58.7,69.3,
2025-12-22T14:47:39.035303,1.2,58.7,69.3,
2025-12-22T14:47:48.676262,2.4,57.3,69.3,
2025-12-22T14:47:50.182153,0.8,57.3,69.3,
2025-12-22T14:47:59.816893,7.3,61.8,69.3,
2025-12-22T14:48:01.337320,2.9,63.1,69.3,
2025-12-22T14:48:10.937220,4.1,63.6,69.3,
2025-12-22T14:48:12.448905,2.7,63.6,69.3,
2025-12-22T14:48:22.049579,1.6,63.0,69.3,
2025-12-22T14:48:23.562399,1.8,63.0,69.3,
2025-12-22T14:48:33.181871,1.6,62.8,69.3,
2025-12-22T14:48:34.698127,0.2,62.9,69.3,
2025-12-22T14:48:44.315925,5.5,62.8,69.3,
2025-12-22T14:48:45.831324,2.9,62.8,69.3,
2025-12-22T14:48:55.482739,3.9,62.7,69.3,
2025-12-22T14:48:56.993910,1.4,62.8,69.3,
2025-12-22T14:49:06.644959,9.6,63.3,69.3,
2025-12-22T14:49:08.162870,3.9,63.3,69.3,
2025-12-22T14:49:17.730459,5.8,58.8,69.3,
2025-12-22T14:49:19.242532,0.2,58.8,69.3,
2025-12-22T14:49:28.877075,1.2,58.3,69.3,
2025-12-22T14:49:30.393656,1.8,58.4,69.3,
2025-12-22T14:49:40.026928,1.0,58.3,69.3,
2025-12-22T14:49:41.544063,3.6,59.7,69.3,
2025-12-22T14:49:51.176426,2.3,61.9,69.3,
2025-12-22T14:49:52.688053,2.4,61.9,69.3,
2025-12-22T14:50:02.323047,1.9,61.8,69.3,
2025-12-22T14:50:03.838523,0.2,61.9,69.3,
2025-12-22T14:50:13.471280,1.0,61.5,69.3,
2025-12-22T14:50:14.985920,0.0,61.5,69.3,
2025-12-22T14:50:24.606102,1.9,61.7,69.3,
2025-12-22T14:50:26.121381,1.2,61.8,69.3,
2025-12-22T14:50:35.732278,1.2,60.6,69.3,
2025-12-22T14:50:37.252937,0.4,60.5,69.3,
2025-12-22T14:50:46.870956,3.7,61.7,69.3,
2025-12-22T14:50:48.380408,0.2,61.8,69.3,
2025-12-22T14:50:56.743822,16.3,62.2,69.3,
2025-12-22T14:50:58.265108,0.2,62.2,69.3,
2025-12-22T14:51:04.170320,10.0,62.2,69.3,
2025-12-22T14:51:05.682615,0.2,62.3,69.3,
2025-12-22T14:51:11.612677,12.5,62.1,69.3,
2025-12-22T14:51:13.118256,0.4,62.0,69.3,
2025-12-22T14:51:22.715703,3.1,55.0,69.3,
2025-12-22T14:51:24.226417,2.9,55.0,69.3,
2025-12-22T14:51:33.910102,1.2,55.1,69.3,
2025-12-22T14:51:35.428318,0.4,55.0,69.3,
2025-12-22T14:51:45.026671,1.6,55.1,69.3,
2025-12-22T14:51:46.543906,0.0,55.1,69.3,
2025-12-22T14:51:55.362377,14.8,51.2,69.3,
2025-12-22T14:51:56.872845,0.2,51.2,69.3,
2025-12-22T14:52:00.576126,13.4,51.3,69.3,
2025-12-22T14:52:02.094244,2.0,51.3,69.3,
2025-12-22T14:52:03.611363,1.4,51.3,69.3,
2025-12-22T14:52:06.322229,11.8,54.0,69.3,
2025-12-22T14:52:07.839906,0.2,54.0,69.3,
2025-12-22T14:52:13.759091,19.8,55.4,69.3,
2025-12-22T14:52:15.275257,5.4,53.9,69.3,
2025-12-22T14:52:21.171423,15.9,53.9,69.3,
2025-12-22T14:52:22.687317,0.6,53.9,69.3,
2025-12-22T14:52:28.611071,11.4,53.9,69.3,
2025-12-22T14:52:30.121252,0.0,53.9,69.3,
2025-12-22T14:52:36.119023,17.7,56.8,69.3,
2025-12-22T14:52:37.638264,4.6,57.5,69.3,
2025-12-22T14:52:43.556537,12.0,57.7,69.3,
2025-12-22T14:52:45.070784,0.4,57.7,69.3,
2025-12-22T14:52:50.988417,13.8,57.1,69.3,
2025-12-22T14:52:52.503679,1.6,57.0,69.3,
2025-12-22T14:52:58.435913,15.3,57.2,69.3,
2025-12-22T14:52:59.951761,1.1,57.1,69.3,
2025-12-22T14:53:05.850239,12.5,57.0,69.3,
2025-12-22T14:53:07.370873,1.2,57.0,69.3,
2025-12-22T14:53:13.329918,11.9,56.8,69.3,
2025-12-22T14:53:14.852442,1.6,56.8,69.3,
2025-12-22T14:53:20.756385,13.4,56.8,69.3,
2025-12-22T14:53:22.269803,7.7,57.0,69.3,
2025-12-22T14:53:28.233817,15.6,57.2,69.3,
2025-12-22T14:53:29.752243,2.9,57.2,69.3,
2025-12-22T14:53:35.668178,13.4,57.2,69.3,
2025-12-22T14:53:37.184888,0.2,57.2,69.3,
2025-12-22T14:53:43.143721,11.2,56.8,69.3,
2025-12-22T14:53:44.666563,0.4,56.8,69.3,
2025-12-22T14:53:50.595173,13.3,56.6,69.3,
2025-12-22T14:53:52.113532,0.2,56.7,69.3,
2025-12-22T14:53:58.041478,16.2,56.6,69.3,
2025-12-22T14:53:59.562700,0.0,56.6,69.3,
2025-12-22T14:54:05.453863,17.5,57.1,69.3,
2025-12-22T14:54:06.961895,10.6,57.7,69.3,
2025-12-22T14:54:12.927233,11.5,57.5,69.3,
2025-12-22T14:54:14.446191,0.4,57.5,69.3,
2025-12-22T14:54:20.355079,13.8,57.1,69.3,
2025-12-22T14:54:21.861308,6.1,56.7,69.3,
2025-12-22T14:54:27.784635,11.9,56.4,69.3,
2025-12-22T14:54:29.294923,0.2,56.4,69.3,
2025-12-22T14:54:35.160107,20.3,56.4,69.3,
2025-12-22T14:54:36.676818,0.6,56.4,69.3,
2025-12-22T14:54:42.576406,14.4,56.4,69.3,
2025-12-22T14:54:44.097263,1.6,56.4,69.3,
2025-12-22T14:54:49.980855,16.4,56.5,69.3,
2025-12-22T14:54:51.490698,2.8,56.5,69.3,
2025-12-22T14:54:57.384529,12.7,56.4,69.3,
2025-12-22T14:54:58.892770,0.0,56.4,69.3,
2025-12-22T14:55:04.815825,11.3,56.4,69.3,
2025-12-22T14:55:06.324699,1.2,56.3,69.3,
2025-12-22T14:55:12.254325,13.3,56.3,69.3,
2025-12-22T14:55:13.769506,1.4,56.3,69.3,
2025-12-22T14:55:17.457565,12.3,56.3,69.3,
2025-12-22T14:55:18.963747,3.6,52.1,69.3,
2025-12-22T14:55:22.083657,12.6,52.1,69.3,
2025-12-22T14:55:23.590194,5.9,52.2,69.3,
2025-12-22T14:55:29.493810,14.1,51.9,69.3,
2025-12-22T14:55:31.006389,0.0,51.9,69.3,
2025-12-22T14:55:36.864035,13.6,51.9,69.3,
2025-12-22T14:55:38.376090,0.0,51.9,69.3,
2025-12-22T14:55:44.296230,15.4,51.9,69.3,
2025-12-22T14:55:45.807475,0.0,51.9,69.3,
2025-12-22T14:55:51.687783,15.0,52.0,69.3,
2025-12-22T14:55:53.196749,0.0,52.0,69.3,
2025-12-22T14:55:59.075122,13.3,52.0,69.3,
2025-12-22T14:56:00.584762,0.0,52.0,69.3,
2025-12-22T14:56:06.450374,15.7,52.2,69.3,
2025-12-22T14:56:07.965367,0.0,52.3,69.3,
2025-12-22T14:56:13.792659,11.0,52.6,69.3,
2025-12-22T14:56:15.300693,8.2,52.7,69.3,
2025-12-22T14:56:21.274186,13.2,56.1,69.3,
2025-12-22T14:56:22.785198,0.0,55.8,69.3,
2025-12-22T14:56:28.708106,16.6,54.9,69.3,
2025-12-22T14:56:30.220755,7.5,56.4,69.3,
2025-12-22T14:56:36.140535,19.1,56.7,69.3,
2025-12-22T14:56:37.661502,3.7,56.6,69.3,
2025-12-22T14:56:43.601989,11.8,61.1,69.3,
2025-12-22T14:56:45.114202,2.2,61.3,69.3,
2025-12-22T14:56:51.043540,12.5,60.4,69.3,
2025-12-22T14:56:52.559371,2.6,60.4,69.3,
2025-12-22T14:56:58.515138,14.0,60.4,69.3,
2025-12-22T14:57:00.029542,2.2,60.4,69.3,
2025-12-22T14:57:05.990925,13.1,60.4,69.3,
2025-12-22T14:57:07.511455,0.0,60.4,69.3,
2025-12-22T14:57:13.401059,13.1,60.0,69.3,
2025-12-22T14:57:14.923009,0.6,60.0,69.3,
2025-12-22T14:57:20.823822,16.3,60.0,69.3,
2025-12-22T14:57:22.344761,1.0,60.0,69.3,
2025-12-22T14:57:28.262320,15.2,60.0,69.3,
2025-12-22T14:57:29.783498,0.4,59.9,69.3,
2025-12-22T14:57:35.680652,13.8,59.9,69.3,
2025-12-22T14:57:37.189907,1.0,59.9,69.3,
2025-12-22T14:57:43.121836,17.0,60.4,69.3,
2025-12-22T14:57:44.660991,4.7,60.4,69.3,
2025-12-22T14:57:50.547358,13.2,55.9,69.3,
2025-12-22T14:57:52.056225,2.6,55.9,69.3,
2025-12-22T14:57:57.999021,11.7,55.8,69.3,
2025-12-22T14:57:59.506577,0.2,55.8,69.3,
2025-12-22T14:58:05.402343,13.4,55.8,69.3,
2025-12-22T14:58:06.921365,1.2,55.8,69.3,
2025-12-22T14:58:12.825665,5.5,55.8,69.3,
2025-12-22T14:58:14.336542,0.2,55.8,69.3,
2025-12-22T14:58:18.060181,11.3,55.8,69.3,
2025-12-22T14:58:19.568537,0.0,55.8,69.3,
2025-12-22T14:58:23.070620,14.5,55.8,69.3,
2025-12-22T14:58:24.585626,1.8,55.8,69.3,
2025-12-22T14:58:30.471860,17.2,55.4,69.3,
2025-12-22T14:58:31.985553,3.8,55.5,69.3,
2025-12-22T14:58:37.919617,11.1,55.5,69.3,
2025-12-22T14:58:39.433517,1.2,55.5,69.3,
2025-12-22T14:58:45.360021,18.3,55.5,69.3,
2025-12-22T14:58:46.869992,7.0,55.6,69.3,
2025-12-22T14:58:52.818301,18.9,55.9,69.3,
2025-12-22T14:58:54.329728,0.0,55.9,69.3,
2025-12-22T14:59:00.251874,15.2,55.4,69.3,
2025-12-22T14:59:01.765916,5.3,55.8,69.3,
2025-12-22T14:59:07.729635,12.2,55.7,69.3,
2025-12-22T14:59:09.248113,1.6,55.7,69.3,
2025-12-22T14:59:15.189631,12.0,55.6,69.3,
2025-12-22T14:59:16.698284,1.6,55.6,69.3,
2025-12-22T14:59:22.625724,13.9,55.6,69.3,
2025-12-22T14:59:24.148746,0.8,55.6,69.3,
2025-12-22T14:59:30.143699,13.4,60.4,69.3,
2025-12-22T14:59:31.657441,1.4,60.3,69.3,
2025-12-22T14:59:37.594439,13.2,60.5,69.3,
2025-12-22T14:59:39.112270,1.0,60.6,69.3,
2025-12-22T14:59:45.067208,12.0,61.1,69.3,
2025-12-22T14:59:46.588726,0.8,60.9,69.3,
2025-12-22T14:59:52.515082,12.7,60.4,69.3,
2025-12-22T14:59:54.028306,1.2,60.2,69.3,
2025-12-22T14:59:59.928134,12.1,60.2,69.3,
2025-12-22T15:00:01.443287,0.6,60.2,69.3,
2025-12-22T15:00:07.387443,14.0,60.1,69.3,
2025-12-22T15:00:08.892649,0.2,60.1,69.3,
2025-12-22T15:00:14.821666,13.6,59.9,69.3,
2025-12-22T15:00:16.328934,1.6,59.9,69.3,
2025-12-22T15:00:22.262718,9.1,59.8,69.3,
2025-12-22T15:00:23.768914,1.8,59.7,69.3,
2025-12-22T15:00:29.729130,11.4,59.7,69.3,
2025-12-22T15:00:31.240720,1.0,59.7,69.3,
2025-12-22T15:00:37.210706,13.8,59.7,69.3,
2025-12-22T15:00:38.724296,0.0,59.7,69.3,
2025-12-22T15:00:44.659003,15.4,56.3,69.3,
2025-12-22T15:00:46.169485,1.2,59.9,69.3,
2025-12-22T15:00:52.051251,13.4,59.6,69.3,
2025-12-22T15:00:53.563406,2.0,60.0,69.3,
2025-12-22T15:00:59.498026,14.4,60.3,69.3,
2025-12-22T15:01:01.014288,0.4,60.5,69.3,
2025-12-22T15:01:06.933528,13.8,61.1,69.3,
2025-12-22T15:01:08.454276,2.9,61.1,69.3,
2025-12-22T15:01:14.340257,10.9,61.0,69.3,
2025-12-22T15:01:15.855152,2.0,60.7,69.3,
2025-12-22T15:01:19.551330,12.8,60.7,69.3,
2025-12-22T15:01:21.067285,0.6,60.7,69.3,
2025-12-22T15:01:24.572214,10.4,60.7,69.3,
2025-12-22T15:01:26.083591,0.6,60.7,69.3,
2025-12-22T15:01:31.990318,11.3,61.0,69.3,
2025-12-22T15:01:33.501193,1.6,60.9,69.3,
2025-12-22T15:01:39.466722,17.7,63.7,69.3,
2025-12-22T15:01:40.977993,2.8,62.0,69.3,
2025-12-22T15:01:46.979522,11.1,63.3,69.3,
2025-12-22T15:01:48.494010,0.0,63.3,69.3,
2025-12-22T15:01:54.488403,11.1,64.6,69.3,
2025-12-22T15:01:56.001347,1.8,64.1,69.3,
2025-12-22T15:02:01.958646,11.5,64.0,69.3,
2025-12-22T15:02:03.471584,0.6,63.8,69.3,
2025-12-22T15:02:09.419842,14.7,63.9,69.3,
2025-12-22T15:02:10.929746,0.6,63.8,69.3,
2025-12-22T15:02:16.882847,14.7,63.6,69.3,
2025-12-22T15:02:18.399803,0.4,63.7,69.3,
2025-12-22T15:02:24.318411,14.3,63.7,69.3,
2025-12-22T15:02:25.826880,1.4,63.7,69.3,
2025-12-22T15:02:31.783445,11.1,63.6,69.3,
2025-12-22T15:02:33.291906,0.4,63.6,69.3,
2025-12-22T15:02:39.210615,12.1,63.7,69.3,
2025-12-22T15:02:40.726538,0.2,63.7,69.3,
2025-12-22T15:02:46.673783,10.7,59.3,69.3,
2025-12-22T15:02:48.183827,0.2,59.3,69.3,
2025-12-22T15:02:54.104563,14.8,59.5,69.3,
2025-12-22T15:02:55.625247,6.2,59.4,69.3,
2025-12-22T15:03:01.561712,14.2,59.5,69.3,
2025-12-22T15:03:03.075161,1.0,59.5,69.3,
2025-12-22T15:03:09.055984,12.0,59.5,69.3,
2025-12-22T15:03:10.575329,0.0,59.4,69.3,
2025-12-22T15:03:16.461838,12.1,59.4,69.3,
2025-12-22T15:03:17.972350,1.0,59.4,69.3,
2025-12-22T15:03:23.944566,15.7,60.4,69.3,
2025-12-22T15:03:25.461190,0.8,60.4,69.3,
2025-12-22T15:03:31.354974,13.3,60.4,69.3,
2025-12-22T15:03:32.862012,1.0,60.4,69.3,
2025-12-22T15:03:38.788965,10.7,60.4,69.3,
2025-12-22T15:03:40.306081,0.8,60.4,69.3,
2025-12-22T15:03:46.252909,13.0,60.3,69.3,
2025-12-22T15:03:47.768671,0.6,60.3,69.3,
2025-12-22T15:03:53.652998,13.3,60.3,69.3,
2025-12-22T15:03:55.169281,2.0,60.3,69.3,
2025-12-22T15:04:01.122246,11.9,60.2,69.3,
2025-12-22T15:04:02.635074,0.6,60.3,69.3,
2025-12-22T15:04:08.588186,11.2,60.2,69.3,
2025-12-22T15:04:10.098906,0.6,60.2,69.3,
2025-12-22T15:04:16.086683,15.0,60.3,69.3,
2025-12-22T15:04:17.594621,0.2,60.4,69.3,
2025-12-22T15:04:21.300829,13.5,60.2,69.3,
2025-12-22T15:04:22.806822,0.4,60.2,69.3,
2025-12-22T15:04:26.316380,13.7,60.2,69.3,
2025-12-22T15:04:27.832533,0.4,60.2,69.3,
2025-12-22T15:04:33.751871,14.5,60.3,69.3,
2025-12-22T15:04:35.258781,7.9,60.3,69.3,
2025-12-22T15:04:41.206956,15.9,60.3,69.3,
2025-12-22T15:04:42.724725,1.8,60.3,69.3,
2025-12-22T15:04:48.686829,20.0,61.0,69.3,
2025-12-22T15:04:50.207410,1.2,61.0,69.3,
2025-12-22T15:04:56.156091,11.2,60.8,69.3,
2025-12-22T15:04:57.674214,1.6,60.5,69.3,
2025-12-22T15:05:03.593433,15.8,60.4,69.3,
2025-12-22T15:05:05.107903,1.6,60.4,69.3,
2025-12-22T15:05:11.033043,12.1,60.8,69.3,
2025-12-22T15:05:12.544914,0.8,61.1,69.3,
2025-12-22T15:05:18.444534,13.0,61.1,69.3,
2025-12-22T15:05:19.960683,1.6,61.0,69.3,
2025-12-22T15:05:25.898811,13.8,61.1,69.3,
2025-12-22T15:05:27.410148,0.6,61.2,69.3,
2025-12-22T15:05:33.318421,13.6,61.3,69.3,
2025-12-22T15:05:34.825739,0.6,61.3,69.3,
2025-12-22T15:05:40.800766,13.0,61.4,69.3,
2025-12-22T15:05:42.322450,0.6,61.4,69.3,
2025-12-22T15:05:48.267838,16.1,61.3,69.3,
2025-12-22T15:05:49.781175,1.0,61.3,69.3,
2025-12-22T15:05:55.707944,13.4,61.1,69.3,
2025-12-22T15:05:57.214388,1.4,61.2,69.3,
2025-12-22T15:06:03.127280,9.9,61.1,69.3,
2025-12-22T15:06:04.642416,0.8,61.1,69.3,
2025-12-22T15:06:10.571591,11.8,61.2,69.3,
2025-12-22T15:06:12.078368,1.0,61.2,69.3,
2025-12-22T15:06:17.989386,15.2,61.2,69.3,
2025-12-22T15:06:19.506424,0.6,61.2,69.3,
2025-12-22T15:06:25.473232,12.3,61.4,69.3,
2025-12-22T15:06:26.981578,0.6,61.4,69.3,
2025-12-22T15:06:32.931737,13.1,61.3,69.3,
2025-12-22T15:06:34.440629,0.0,61.4,69.3,
2025-12-22T15:06:40.361277,11.8,61.3,69.3,
2025-12-22T15:06:41.872258,0.4,61.3,69.3,
2025-12-22T15:06:47.797228,13.5,61.6,69.3,
2025-12-22T15:06:49.302927,1.8,61.7,69.3,
2025-12-22T15:06:55.254373,16.6,61.8,69.3,
2025-12-22T15:06:56.760726,1.5,61.8,69.3,
2025-12-22T15:07:02.710084,9.8,61.8,69.3,
2025-12-22T15:07:04.216628,1.0,61.7,69.3,
2025-12-22T15:07:10.172903,11.2,61.7,69.3,
2025-12-22T15:07:11.686379,2.0,61.7,69.3,
2025-12-22T15:07:17.623921,13.0,61.4,69.3,
2025-12-22T15:07:19.140397,0.2,61.4,69.3,
2025-12-22T15:07:22.888971,14.5,61.9,69.3,
2025-12-22T15:07:24.407491,1.2,61.9,69.3,
2025-12-22T15:07:25.921303,0.0,61.9,69.3,
2025-12-22T15:07:27.440871,0.2,61.7,69.3,
2025-12-22T15:07:28.956689,0.2,61.7,69.3,
